ResponseId,Q1002,qname,dollars,priority,priority_other
R_yvAD28Hlc3dFIJP,I have used tidymodels packages a few times,Q5_6,30,Model stacking ,NA
R_yvAD28Hlc3dFIJP,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_yvAD28Hlc3dFIJP,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_yvAD28Hlc3dFIJP,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_yvAD28Hlc3dFIJP,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_2,20,Support for sparse data structures,NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_5,30,Translate prediction equations,NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_6,30,Model stacking ,NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_8,20,Post-processing in workflow(),NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_1GE6rpioVpkptGg,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_1,0,Survival analysis,NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_2,0,Support for sparse data structures,NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_3,0,Adaptive resampling and better parallelization,NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_4,100,"Model monitoring, updating, & organization",NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_5,0,Translate prediction equations,NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_6,0,Model stacking ,NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_8,0,Post-processing in workflow(),NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_9,0,Ignore recipe steps,NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_10,0,H2O.ai support ,NA
R_1C75RqE0rGKX1Qr,I have never used tidymodels,Q5_12,0,Other,NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_1,50,Survival analysis,NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_6,50,Model stacking ,NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_3EEZDtH2D9rbgyK,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_3,30,Adaptive resampling and better parallelization,NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_4,30,"Model monitoring, updating, & organization",NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_6,30,Model stacking ,NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_9,10,Ignore recipe steps,NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_bypp7NXqbtdHTNv,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_10,90,H2O.ai support ,NA
R_2TtVO9Civh6iHai,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_1,30,Survival analysis,NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_4,30,"Model monitoring, updating, & organization",NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_8,20,Post-processing in workflow(),NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_3Mfo4okM7FPRBYZ,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_1,0,Survival analysis,NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_2,30,Support for sparse data structures,NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_4,50,"Model monitoring, updating, & organization",NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_5,20,Translate prediction equations,NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_6,0,Model stacking ,NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_8,0,Post-processing in workflow(),NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_9,0,Ignore recipe steps,NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_10,0,H2O.ai support ,NA
R_2BrJGfUqvcJvnYq,I have used tidymodels packages many times,Q5_12,0,Other,NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_5,20,Translate prediction equations,NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_6,30,Model stacking ,NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_10,50,H2O.ai support ,NA
R_1pW0zKfDkuYvEie,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_1,40,Survival analysis,NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_2,20,Support for sparse data structures,NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_9,20,Ignore recipe steps,NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_1rxlscXMKdPRGEk,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_1,50,Survival analysis,NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_2,0,Support for sparse data structures,NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_3,0,Adaptive resampling and better parallelization,NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_4,0,"Model monitoring, updating, & organization",NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_5,0,Translate prediction equations,NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_6,50,Model stacking ,NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_8,0,Post-processing in workflow(),NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_9,0,Ignore recipe steps,NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_10,0,H2O.ai support ,NA
R_2CHbMon7Rdc9yPo,I have never used tidymodels,Q5_12,0,Other,NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_1,5,Survival analysis,NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_2,20,Support for sparse data structures,NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_3,20,Adaptive resampling and better parallelization,NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_4,0,"Model monitoring, updating, & organization",NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_5,0,Translate prediction equations,NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_6,30,Model stacking ,NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_8,0,Post-processing in workflow(),NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_9,5,Ignore recipe steps,NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_10,0,H2O.ai support ,NA
R_3QJRmOsulWNh5EB,I have never used tidymodels,Q5_12,20,Other,Better cross-validation support
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_1,20,Survival analysis,NA
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_2,5,Support for sparse data structures,NA
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_5,20,Translate prediction equations,NA
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_6,5,Model stacking ,NA
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_8,20,Post-processing in workflow(),NA
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_3dQc1WODFVH66Wk,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_1,10,Survival analysis,NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_2,20,Support for sparse data structures,NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_3,10,Adaptive resampling and better parallelization,NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_4,20,"Model monitoring, updating, & organization",NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_5,10,Translate prediction equations,NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_6,10,Model stacking ,NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_8,10,Post-processing in workflow(),NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_9,10,Ignore recipe steps,NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_10,0,H2O.ai support ,NA
R_3Hix3i1FIG2kxT4,I have never used tidymodels,Q5_12,0,Other,NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_1,5,Survival analysis,NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_2,10,Support for sparse data structures,NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_3,15,Adaptive resampling and better parallelization,NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_4,5,"Model monitoring, updating, & organization",NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_5,20,Translate prediction equations,NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_6,20,Model stacking ,NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_8,20,Post-processing in workflow(),NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_9,5,Ignore recipe steps,NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_10,0,H2O.ai support ,NA
R_afL2tTwOvvEXZZL,I have contributed to tidymodels packages or taught others how to use them,Q5_12,0,Other,NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_1,5,Survival analysis,NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_3,25,Adaptive resampling and better parallelization,NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_4,25,"Model monitoring, updating, & organization",NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_5,25,Translate prediction equations,NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_6,10,Model stacking ,NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_8,1,Post-processing in workflow(),NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_9,4,Ignore recipe steps,NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_10,5,H2O.ai support ,NA
R_33fdHH5ss21Xp7o,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_1,10,Survival analysis,NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_2,5,Support for sparse data structures,NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_5,5,Translate prediction equations,NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_6,20,Model stacking ,NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_8,15,Post-processing in workflow(),NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_9,10,Ignore recipe steps,NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_10,5,H2O.ai support ,NA
R_3FPbCvB1tLuuBat,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_1,25,Survival analysis,NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_4,25,"Model monitoring, updating, & organization",NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_5,25,Translate prediction equations,NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_6,0,Model stacking ,NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_10,25,H2O.ai support ,NA
R_yU9bKL3sQLMKgLv,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_1,0,Survival analysis,NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_2,0,Support for sparse data structures,NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_5,0,Translate prediction equations,NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_6,30,Model stacking ,NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_8,0,Post-processing in workflow(),NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_9,0,Ignore recipe steps,NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_10,30,H2O.ai support ,NA
R_xzrTjLlxiwkb4yZ,I have used tidymodels packages many times,Q5_12,20,Other,TensorFlow Support
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_2,50,Support for sparse data structures,NA
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_4,0,"Model monitoring, updating, & organization",NA
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_6,20,Model stacking ,NA
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_9,30,Ignore recipe steps,NA
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_1Qbwmw2xC5l7Isl,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_2,0,Support for sparse data structures,NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_3,40,Adaptive resampling and better parallelization,NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_4,40,"Model monitoring, updating, & organization",NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_6,20,Model stacking ,NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_2Vl8N34lV1B1bQw,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_1,0,Survival analysis,NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_2,0,Support for sparse data structures,NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_3,50,Adaptive resampling and better parallelization,NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_4,0,"Model monitoring, updating, & organization",NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_5,30,Translate prediction equations,NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_6,20,Model stacking ,NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_8,0,Post-processing in workflow(),NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_9,0,Ignore recipe steps,NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_10,0,H2O.ai support ,NA
R_1P75Sv85AETFbrb,I have never used tidymodels,Q5_12,0,Other,NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_1,20,Survival analysis,NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_2,7,Support for sparse data structures,NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_3,20,Adaptive resampling and better parallelization,NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_4,10,"Model monitoring, updating, & organization",NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_5,2,Translate prediction equations,NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_6,9,Model stacking ,NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_8,5,Post-processing in workflow(),NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_9,2,Ignore recipe steps,NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_10,5,H2O.ai support ,NA
R_1F57CMebmHVXpIK,I have used tidymodels packages a few times,Q5_12,20,Other,Counterfactual prediction
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_1,5,Survival analysis,NA
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_2,5,Support for sparse data structures,NA
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_3,5,Adaptive resampling and better parallelization,NA
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_4,30,"Model monitoring, updating, & organization",NA
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_5,5,Translate prediction equations,NA
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_6,10,Model stacking ,NA
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_8,20,Post-processing in workflow(),NA
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_9,10,Ignore recipe steps,NA
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_10,10,H2O.ai support ,NA
R_sGLJmUOwSPr6iat,I have used tidymodels packages many times,Q5_12,0,Other,NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_1,25,Survival analysis,NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_2,15,Support for sparse data structures,NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_3,5,Adaptive resampling and better parallelization,NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_4,15,"Model monitoring, updating, & organization",NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_6,25,Model stacking ,NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_8,5,Post-processing in workflow(),NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_9,10,Ignore recipe steps,NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_1GP8xmxwmtms0Sm,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_1,5,Survival analysis,NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_2,5,Support for sparse data structures,NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_3,15,Adaptive resampling and better parallelization,NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_4,25,"Model monitoring, updating, & organization",NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_5,15,Translate prediction equations,NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_6,10,Model stacking ,NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_8,15,Post-processing in workflow(),NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_9,10,Ignore recipe steps,NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_10,0,H2O.ai support ,NA
R_XBBK6D5XwGL4rAZ,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_1,0,Survival analysis,NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_2,25,Support for sparse data structures,NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_3,0,Adaptive resampling and better parallelization,NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_4,25,"Model monitoring, updating, & organization",NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_5,0,Translate prediction equations,NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_6,25,Model stacking ,NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_8,0,Post-processing in workflow(),NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_9,0,Ignore recipe steps,NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_10,25,H2O.ai support ,NA
R_3JIwVVNyMOlpIWP,I have used tidymodels packages a few times,Q5_12,0,Other,NA
R_2frPt3Nq5AdLQ7W,I have never used tidymodels,Q5_1,10,Survival analysis,NA
R_2frPt3Nq5AdLQ7W,I have never used tidymodels,Q5_2,0,Support for sparse data structures,NA
R_2frPt3Nq5AdLQ7W,I have never used tidymodels,Q5_3,0,Adaptive resampling and better parallelization,NA
R_2frPt3Nq5AdLQ7W,I have never used tidymodels,Q5_4,10,"Model monitoring, updating, & organization",NA
R_2frPt3Nq5AdLQ7W,I have never used tidymodels,Q5_5,50,Translate prediction equations,NA
R_2frPt3Nq5AdLQ7W,I have never used tidymodels,Q5_6,10,Model stacking ,NA
